1746354267.924041,1,0,1,0
1746354268.250754,0,0,0,0
1746354268.3652081,0,0,0,0
1746354268.49776,0,0,0,0
1746354268.896031,0,0,0,0
1746354269.062013,0,0,0,0
1746354269.180633,0,0,0,0
1746354269.2864928,0,0,0,0
1746354269.382394,0,0,0,0
1746354269.490902,0,0,0,0
1746354269.6599119,0,0,0,0
1746354269.74249,0,0,0,0
1746354269.8368058,0,0,0,0
1746354269.966599,0,0,0,0
1746354270.0872371,0,0,0,0
1746354270.210386,0,0,0,0
1746354270.619143,0,0,0,0
1746354270.71061,0,0,0,0
1746354270.783177,0,0,0,0
1746354270.849497,0,0,0,0
1746354270.935037,0,0,0,0
1746354271.017975,0,0,0,0
1746354271.146534,0,0,0,0
1746354271.240156,0,0,0,0
1746354271.302028,0,0,0,0
1746354271.3676002,0,0,0,0
1746354271.449696,0,0,0,0
1746354271.538947,0,0,0,0
1746354271.6533241,0,0,0,0
1746354271.756941,0,0,0,0
1746354271.843307,0,0,0,0
1746354272.1041439,0,0,0,0
1746354272.214029,0,0,0,0
1746354272.305034,0,0,0,0
1746354272.424352,0,0,0,0
1746354272.547986,1,0,0,0
1746354272.631295,1,1,0,0
1746354272.712356,1,1,0,0
1746354272.792542,1,1,0,0
1746354272.84428,1,1,0,0
1746354272.8911638,1,1,0,0
1746354272.934707,1,1,0,0
1746354272.988977,1,1,0,0
1746354273.042887,1,1,0,0
1746354273.1195772,1,1,0,0
1746354273.178453,1,1,0,0
1746354273.306499,1,1,0,0
1746354273.3506482,1,1,0,0
1746354273.444164,1,1,0,0
1746354273.497309,1,1,0,0
1746354273.5607219,1,0,0,0
1746354273.6451268,1,1,0,0
1746354273.7067578,1,1,0,0
1746354273.7792268,1,1,0,0
1746354273.846988,1,1,0,0
1746354273.894571,1,1,1,0
1746354274.111348,1,1,1,0
1746354274.212898,1,1,1,0
1746354274.322319,1,1,1,0
1746354274.380436,1,1,1,0
1746354274.4343061,1,1,1,0
1746354274.485278,1,1,0,0
1746354274.5278552,1,1,0,0
1746354274.566294,1,1,0,0
1746354274.617814,1,1,0,0
1746354274.67829,1,1,0,0
1746354274.7411342,1,1,0,0
1746354274.7945359,1,1,0,0
1746354274.84263,1,1,0,0
1746354274.881425,1,1,0,0
1746354274.921639,1,1,0,0
1746354274.9621508,1,1,0,0
1746354275.00887,1,1,0,0
1746354275.068352,1,1,0,0
1746354275.1800928,0,0,0,0
1746354275.260159,0,0,0,0
1746354275.3487842,0,0,0,0
1746354275.422139,0,0,0,0
1746354275.482178,0,0,0,0
1746354275.541057,0,0,0,0
1746354275.5974631,0,0,0,0
1746354275.675352,0,0,0,0
1746354275.803909,0,0,0,0
1746354275.8897548,0,0,0,0
1746354275.9577549,0,0,0,0
1746354276.1931698,0,0,0,0
1746354276.290176,0,0,0,0
1746354276.373787,0,0,0,0
1746354276.450567,0,0,0,0
1746354276.5206149,0,0,0,0
1746354276.594195,0,0,0,0
1746354276.692112,0,0,0,0
1746354276.757647,0,0,0,0
1746354276.8182368,0,0,0,0
1746354276.8714051,0,0,0,0
1746354276.928133,0,0,0,0
1746354277.038178,0,0,0,0
1746354277.113079,0,0,0,0
1746354277.198178,0,0,0,0
1746354277.277046,0,0,0,0
1746354278.5594182,0,0,0,0
1746354278.899883,0,0,0,0
1746354278.9820318,0,0,0,0
1746354279.120102,1,0,0,0
1746354279.469162,1,1,0,0
1746354279.571282,1,1,0,0
1746354279.703237,1,1,0,0
1746354280.0278232,1,1,0,0
1746354280.096684,1,1,0,0
1746354280.6311018,1,1,0,0
1746354280.714954,1,1,0,0
1746354280.798955,1,1,0,0
1746354280.9751492,1,1,0,0
1746354281.094759,0,1,0,0
1746354281.25207,0,0,0,0
1746354281.364471,0,0,0,0
1746354281.494504,0,0,0,0
1746354281.61345,0,0,0,0
1746354281.823504,0,0,0,0
1746354281.900297,0,0,0,0
1746354282.005918,0,0,0,0
1746354282.301912,0,0,0,0
1746354282.452807,1,0,1,0
1746354282.567848,0,0,1,0
1746354282.6921558,0,0,0,0
1746354282.848497,0,0,0,0
1746354282.964149,0,0,0,0
1746354283.0637178,0,0,0,0
1746354283.710599,0,0,0,0
1746354284.086899,0,0,0,0
1746354284.373764,1,0,0,0
1746354284.502555,1,0,1,0
1746354284.593332,0,0,0,0
1746354284.684155,0,0,0,0
1746354284.82839,0,0,0,0
1746354284.9426298,0,0,0,0
1746354285.16633,0,0,0,0
1746354285.27221,0,0,0,0
1746354285.449198,0,0,0,0
1746354285.561368,0,0,0,0
1746354285.643569,0,0,0,0
1746354285.7360032,0,0,0,0
1746354285.8174348,0,0,0,0
1746354285.915755,0,0,0,0
1746354286.0114079,0,0,0,0
1746354286.091327,0,0,0,0
1746354286.244777,0,0,0,0
1746354286.360798,0,0,0,0
1746354286.446132,0,0,0,0
1746354286.563078,0,0,0,0
1746354286.655644,0,0,0,0
1746354286.986609,0,0,0,0
1746354287.139919,0,0,0,0
1746354287.279835,0,0,0,0
1746354287.477791,0,0,0,0
1746354287.6186,0,0,0,0
1746354287.736275,0,0,0,0
1746354287.844946,0,0,0,0
1746354287.9715211,0,0,0,0
1746354288.0785332,0,0,0,0
1746354288.160265,0,0,0,0
1746354288.280895,0,0,0,0
1746354288.3980951,0,0,0,0
1746354288.500752,0,0,0,0
1746354288.78269,0,0,0,0
1746354288.862334,0,0,0,0
1746354289.094211,0,0,0,0
1746354289.205853,0,0,0,0
1746354289.308531,0,0,0,1
